,Customer,State,CustomerLifetimeValue,Response,Coverage,Education,EffectiveToDate,EmploymentStatus,Gender,Income,LocationCode,MaritalStatus,MonthlyPremiumAuto,MonthsSinceLastClaim,MonthsSincePolicyInception,NumberofOpenComplaints,NumberofPolicies,PolicyType,Policy,RenewOfferType,SalesChannel,ClaimAmount,VehicleClass,VehicleSize
7053,YB91420,Oregon,7851.349465,No,Basic,Bachelor,2/2/11,Employed,F,32225,Suburban,Married,66,23,90,0,2,Personal Auto,Personal L1,Offer3,Agent,316.8,Four-Door Car,Medsize
7054,QA45054,Arizona,8932.317753,No,Basic,High School or Below,1/18/11,Employed,F,60909,Urban,Married,112,8,94,0,5,Personal Auto,Personal L2,Offer3,Agent,412.106287,SUV,Small
7055,CO53758,California,5059.987477000001,No,Basic,High School or Below,2/15/11,Employed,M,70999,Suburban,Married,63,5,70,0,3,Corporate Auto,Corporate L2,Offer4,Agent,305.60323900000003,Four-Door Car,Small
7056,CW57656,Oregon,11196.01927,No,Extended,College,1/10/11,Employed,F,75457,Rural,Married,93,0,79,0,2,Personal Auto,Personal L3,Offer1,Agent,151.57221299999998,Four-Door Car,Medsize
7057,MR22119,Oregon,4430.572112,No,Basic,High School or Below,1/7/11,Employed,M,24059,Suburban,Married,112,31,17,0,1,Personal Auto,Personal L3,Offer4,Web,537.6,SUV,Medsize
7058,DI22093,California,10330.43794,No,Extended,College,1/9/11,Employed,M,56480,Urban,Married,87,13,62,0,2,Personal Auto,Personal L3,Offer1,Call Center,384.695536,Four-Door Car,Medsize
7059,PQ35034,Oregon,9918.69966,No,Basic,College,2/28/11,Employed,F,37586,Rural,Divorced,63,29,90,0,2,Corporate Auto,Corporate L3,Offer1,Branch,153.48914299999998,Two-Door Car,Medsize
7060,XB30904,Arizona,5876.373893999999,No,Basic,High School or Below,2/9/11,Employed,M,97026,Rural,Married,73,30,66,0,3,Personal Auto,Personal L3,Offer2,Call Center,97.417808,Two-Door Car,Medsize
7061,VF15321,Washington,2734.439188,No,Basic,College,1/15/11,Employed,M,54010,Suburban,Married,69,5,89,0,1,Personal Auto,Personal L2,Offer2,Branch,331.2,Four-Door Car,Medsize
7062,LX71137,Arizona,3694.14876,No,Extended,Bachelor,1/1/11,Employed,F,87485,Suburban,Divorced,92,12,57,0,1,Personal Auto,Personal L3,Offer3,Branch,441.6,Four-Door Car,Medsize
7063,SI35064,Washington,9521.676094,No,Basic,Bachelor,2/17/11,Employed,F,74583,Rural,Married,118,31,20,0,4,Personal Auto,Personal L1,Offer1,Agent,161.210468,SUV,Medsize
7064,SI26369,Oregon,4377.532789,No,Basic,College,2/27/11,Unemployed,M,0,Suburban,Single,64,25,25,0,8,Personal Auto,Personal L3,Offer2,Call Center,460.8,Two-Door Car,Medsize
7065,LD69905,Arizona,6431.736287,No,Extended,High School or Below,2/5/11,Medical Leave,M,21238,Suburban,Married,95,11,38,4,4,Personal Auto,Personal L2,Offer1,Call Center,456.0,Four-Door Car,Medsize
7066,VY84895,Nevada,6722.701247,No,Extended,High School or Below,1/25/11,Unemployed,F,0,Suburban,Single,93,8,48,0,8,Personal Auto,Personal L3,Offer2,Branch,669.6,Four-Door Car,Medsize
7067,UA38043,California,2397.036098,Yes,Basic,High School or Below,1/29/11,Retired,F,22283,Suburban,Divorced,65,16,93,0,1,Personal Auto,Personal L2,Offer1,Branch,572.072106,Four-Door Car,Medsize
7068,WM46083,Arizona,2393.813375,No,Basic,Master,2/21/11,Employed,M,58237,Urban,Divorced,63,34,22,3,1,Personal Auto,Personal L2,Offer4,Branch,273.691831,Two-Door Car,Medsize
7069,GQ57207,California,2359.4235989999997,Yes,Basic,Bachelor,1/11/11,Disabled,F,19864,Suburban,Divorced,63,22,96,0,1,Personal Auto,Personal L2,Offer1,Web,352.394515,Four-Door Car,Medsize
7070,CQ80529,Oregon,4080.81891,No,Basic,College,2/19/11,Employed,F,57283,Urban,Single,106,9,85,1,1,Personal Auto,Personal L3,Offer3,Web,337.95777999999996,SUV,Medsize
7071,LN99954,Washington,26999.680989999997,No,Premium,Master,1/9/11,Unemployed,M,0,Suburban,Divorced,104,33,19,0,2,Personal Auto,Personal L2,Offer3,Branch,622.88852,Four-Door Car,Medsize
7072,UF36353,Oregon,10914.204459999999,No,Extended,College,1/2/11,Employed,M,71656,Rural,Married,137,3,88,0,8,Special Auto,Special L3,Offer3,Branch,61.915326,SUV,Medsize
7073,IZ24763,Nevada,3445.86241,No,Extended,Bachelor,1/20/11,Unemployed,F,0,Suburban,Divorced,94,33,95,0,1,Corporate Auto,Corporate L2,Offer1,Web,590.626396,Four-Door Car,Small
7074,TU27017,California,6625.2871700000005,No,Extended,Bachelor,2/14/11,Employed,M,41460,Suburban,Married,83,1,54,0,4,Personal Auto,Personal L3,Offer3,Branch,398.4,Four-Door Car,Medsize
7075,WS46887,Washington,20067.40315,No,Premium,Bachelor,2/17/11,Employed,F,85165,Urban,Single,101,8,81,0,2,Personal Auto,Personal L2,Offer1,Branch,384.31404,Four-Door Car,Medsize
7076,GQ32356,Nevada,3871.7780090000006,No,Premium,High School or Below,2/6/11,Unemployed,F,0,Suburban,Single,111,10,75,0,1,Personal Auto,Personal L3,Offer2,Agent,799.2,Four-Door Car,Medsize
7077,PZ81131,California,4171.300175,No,Basic,Bachelor,1/17/11,Employed,F,36723,Suburban,Married,106,13,18,1,1,Personal Auto,Personal L3,Offer2,Agent,580.0919660000001,SUV,Medsize
7078,ZW79814,California,6689.022728,Yes,Extended,High School or Below,2/13/11,Employed,M,56980,Suburban,Married,84,33,70,0,7,Personal Auto,Personal L1,Offer2,Agent,599.000883,Two-Door Car,Medsize
7079,KV79964,Arizona,9009.219409000001,No,Premium,Doctor,2/22/11,Employed,M,32260,Suburban,Married,113,8,99,0,4,Personal Auto,Personal L1,Offer1,Branch,601.1246570000001,Four-Door Car,Medsize
7080,WE38399,California,4974.801539,Yes,Basic,Bachelor,1/18/11,Employed,M,75644,Suburban,Divorced,65,5,68,3,9,Personal Auto,Personal L1,Offer2,Branch,467.803638,Two-Door Car,Medsize
7081,MI13678,Oregon,2506.197852,No,Basic,High School or Below,1/4/11,Employed,M,92056,Rural,Married,62,21,1,0,1,Personal Auto,Personal L3,Offer2,Branch,89.398794,Four-Door Car,Medsize
7082,VA63861,California,4967.544169,No,Basic,College,1/24/11,Employed,F,28524,Suburban,Married,62,26,45,0,9,Personal Auto,Personal L3,Offer2,Web,297.6,Four-Door Car,Medsize
7083,EH70612,California,1918.1197,No,Basic,College,2/15/11,Unemployed,M,0,Suburban,Single,61,2,54,2,1,Personal Auto,Personal L1,Offer1,Branch,439.2,Two-Door Car,Small
7084,UO40726,Oregon,3146.037899,No,Extended,Bachelor,2/21/11,Employed,F,28089,Suburban,Single,82,11,72,1,1,Personal Auto,Personal L2,Offer4,Agent,411.85629700000004,Two-Door Car,Medsize
7085,ZY49833,California,5963.174005,No,Basic,Bachelor,1/6/11,Employed,F,87020,Urban,Married,74,6,84,0,8,Personal Auto,Personal L2,Offer2,Web,331.116399,Four-Door Car,Small
7086,HZ47488,California,2860.747385,No,Basic,Doctor,2/18/11,Employed,M,27907,Suburban,Divorced,74,3,38,1,1,Personal Auto,Personal L2,Offer3,Call Center,406.439436,Four-Door Car,Medsize
7087,LP51258,Oregon,2857.11061,No,Basic,Bachelor,1/19/11,Employed,F,91811,Urban,Married,70,1,85,0,1,Personal Auto,Personal L3,Offer1,Call Center,333.7925,Four-Door Car,Medsize
7088,VW65573,California,7630.346461,No,Basic,High School or Below,1/11/11,Unemployed,M,0,Suburban,Single,111,21,20,0,8,Special Auto,Special L3,Offer1,Agent,799.2,SUV,Large
7089,LV82913,Oregon,5715.787663,No,Basic,College,1/19/11,Employed,M,69451,Urban,Married,72,3,93,0,5,Corporate Auto,Corporate L2,Offer2,Web,230.241775,Four-Door Car,Medsize
7090,OX53879,Arizona,5113.899098,No,Basic,Bachelor,2/25/11,Employed,M,92427,Rural,Married,64,2,48,2,3,Personal Auto,Personal L3,Offer1,Call Center,126.04903300000001,Four-Door Car,Large
7091,QV76563,Arizona,5070.227097,No,Basic,Doctor,2/28/11,Unemployed,F,0,Suburban,Divorced,69,8,24,0,6,Personal Auto,Personal L2,Offer4,Agent,331.2,Four-Door Car,Small
7092,CP27565,Oregon,12036.620509999999,Yes,Basic,Bachelor,2/10/11,Employed,M,44428,Suburban,Single,104,17,61,0,2,Special Auto,Special L3,Offer1,Call Center,499.2,SUV,Medsize
7093,LL56632,Oregon,8679.79601,No,Basic,High School or Below,2/25/11,Employed,F,55842,Suburban,Married,109,4,26,0,3,Personal Auto,Personal L3,Offer2,Agent,703.118925,SUV,Medsize
7094,ZG88784,Oregon,4911.458509,No,Basic,College,1/10/11,Employed,M,52796,Suburban,Divorced,62,6,17,0,3,Corporate Auto,Corporate L2,Offer4,Call Center,297.6,Four-Door Car,Medsize
7095,FO78512,California,17429.87777,No,Basic,Master,1/9/11,Employed,M,41775,Rural,Married,109,11,80,0,2,Personal Auto,Personal L3,Offer1,Web,104.672657,Sports Car,Medsize
7096,TX13297,California,2396.219292,Yes,Basic,Bachelor,1/10/11,Unemployed,F,0,Suburban,Married,66,6,71,2,1,Corporate Auto,Corporate L3,Offer2,Call Center,433.160284,Four-Door Car,Large
7097,RS20615,California,5671.927479,No,Basic,High School or Below,1/26/11,Employed,F,34974,Urban,Married,71,7,36,0,3,Special Auto,Special L1,Offer1,Web,315.160937,Four-Door Car,Medsize
7098,HP77890,Washington,14413.37774,No,Basic,College,2/11/11,Employed,F,56457,Rural,Single,73,27,68,0,2,Personal Auto,Personal L2,Offer3,Web,138.460771,Four-Door Car,Large
7099,GE45663,Arizona,5217.513287,Yes,Basic,Bachelor,2/17/11,Employed,F,39854,Urban,Divorced,66,6,4,0,7,Personal Auto,Personal L3,Offer2,Web,261.930545,Two-Door Car,Medsize
7100,UW90223,California,2363.295991,No,Basic,Bachelor,2/27/11,Employed,F,27839,Suburban,Married,65,20,54,5,1,Personal Auto,Personal L1,Offer3,Agent,312.0,Two-Door Car,Small
7101,LC58452,California,4655.605831,No,Basic,High School or Below,2/10/11,Employed,M,88240,Suburban,Divorced,117,3,94,0,1,Personal Auto,Personal L1,Offer1,Branch,561.6,SUV,Small
7102,WO25669,Oregon,35692.17157,No,Basic,High School or Below,1/5/11,Unemployed,F,0,Suburban,Married,102,10,90,0,2,Personal Auto,Personal L1,Offer1,Branch,1123.212014,SUV,Medsize
7103,NG59515,California,10248.89802,No,Extended,College,1/29/11,Employed,M,52693,Suburban,Married,129,1,0,0,5,Personal Auto,Personal L2,Offer1,Branch,619.2,SUV,Medsize
7104,AQ52711,Oregon,6897.505859000001,No,Premium,Bachelor,2/20/11,Employed,F,65337,Suburban,Married,173,9,22,1,1,Personal Auto,Personal L3,Offer1,Agent,830.4,SUV,Large
7105,AU23837,Oregon,5010.37931,No,Basic,Bachelor,1/19/11,Employed,F,64014,Urban,Single,63,26,27,0,7,Corporate Auto,Corporate L3,Offer1,Agent,295.871784,Four-Door Car,Large
7106,NG62780,Oregon,4250.282624,Yes,Basic,High School or Below,1/18/11,Unemployed,F,0,Suburban,Single,61,17,1,1,7,Personal Auto,Personal L2,Offer1,Agent,292.8,Four-Door Car,Small
7107,WW16329,Oregon,10208.927609999999,Yes,Extended,College,2/14/11,Employed,F,35482,Suburban,Married,129,21,59,0,3,Corporate Auto,Corporate L1,Offer1,Branch,619.2,SUV,Medsize
7108,YN46118,Arizona,4961.574919,No,Basic,High School or Below,2/5/11,Employed,F,20951,Suburban,Single,65,2,50,0,5,Personal Auto,Personal L1,Offer2,Branch,312.0,Four-Door Car,Small
7109,CW77053,Oregon,4476.81416,No,Basic,High School or Below,2/23/11,Unemployed,F,0,Suburban,Divorced,62,22,46,0,3,Personal Auto,Personal L2,Offer2,Agent,297.6,Four-Door Car,Medsize
7110,LX15904,Washington,2755.221411,No,Basic,High School or Below,1/6/11,Employed,F,39393,Suburban,Married,70,24,56,1,1,Special Auto,Special L2,Offer2,Agent,405.883346,Four-Door Car,Medsize
7111,IN26765,Oregon,8271.906799,No,Basic,College,2/27/11,Employed,M,62912,Rural,Married,69,9,89,0,2,Personal Auto,Personal L1,Offer2,Branch,168.358644,Two-Door Car,Medsize
7112,WR55560,California,5927.389227000001,No,Premium,High School or Below,1/7/11,Employed,M,33561,Rural,Divorced,152,6,30,0,1,Corporate Auto,Corporate L3,Offer3,Branch,235.316581,Sports Car,Medsize
7113,JQ70222,Washington,8548.30415,No,Basic,High School or Below,1/13/11,Employed,F,53055,Suburban,Single,112,30,30,2,3,Personal Auto,Personal L1,Offer3,Call Center,537.6,SUV,Small
7114,LU49168,Arizona,21283.6362,No,Basic,High School or Below,2/26/11,Unemployed,M,0,Suburban,Married,63,24,89,0,2,Personal Auto,Personal L3,Offer4,Branch,302.4,Two-Door Car,Large
7115,EN97874,Oregon,6446.706674,No,Extended,High School or Below,2/7/11,Employed,F,55037,Suburban,Married,80,20,88,1,8,Corporate Auto,Corporate L2,Offer3,Agent,481.823284,Four-Door Car,Medsize
7116,IP76282,Oregon,4484.254754,No,Basic,High School or Below,1/29/11,Unemployed,F,0,Suburban,Single,65,22,44,0,8,Personal Auto,Personal L2,Offer4,Agent,463.382118,Four-Door Car,Medsize
7117,NM18924,Oregon,30286.68586,No,Basic,High School or Below,2/14/11,Disabled,F,27587,Rural,Divorced,103,14,34,1,2,Corporate Auto,Corporate L3,Offer1,Call Center,241.141192,Sports Car,Medsize
7118,NZ98813,California,13840.160119999999,No,Basic,High School or Below,2/11/11,Medical Leave,F,29658,Suburban,Divorced,119,20,66,0,2,Personal Auto,Personal L3,Offer1,Call Center,571.2,SUV,Medsize
7119,XJ65608,California,5391.775844,No,Basic,College,2/26/11,Employed,F,63633,Suburban,Married,68,16,21,1,8,Corporate Auto,Corporate L1,Offer2,Agent,374.024077,Two-Door Car,Medsize
7120,HI71466,California,3847.352801,No,Extended,College,2/25/11,Employed,M,23459,Rural,Married,96,17,19,0,1,Personal Auto,Personal L3,Offer2,Branch,185.070399,Four-Door Car,Medsize
7121,RO70057,Nevada,6369.262355,Yes,Extended,High School or Below,1/20/11,Employed,M,34498,Suburban,Single,83,30,72,0,7,Personal Auto,Personal L1,Offer2,Branch,398.4,Two-Door Car,Small
7122,LT77960,Arizona,5316.7566,No,Basic,College,1/21/11,Employed,F,28559,Suburban,Married,66,5,1,0,5,Corporate Auto,Corporate L3,Offer4,Call Center,427.24297300000006,Four-Door Car,Medsize
7123,FO13691,Oregon,5124.2181740000005,No,Basic,Doctor,1/30/11,Employed,M,73740,Urban,Divorced,64,23,3,0,3,Personal Auto,Personal L3,Offer1,Agent,229.272206,Two-Door Car,Medsize
7124,IP87756,Washington,4151.551337,No,Extended,High School or Below,1/17/11,Unemployed,M,0,Suburban,Single,125,23,64,0,1,Personal Auto,Personal L2,Offer1,Branch,900.0,SUV,Small
7125,YG37894,California,2594.905944,No,Basic,College,2/11/11,Retired,F,25925,Suburban,Married,72,5,85,3,1,Corporate Auto,Corporate L3,Offer2,Web,660.587577,Two-Door Car,Small
7126,SR24177,Nevada,5763.265424,No,Extended,Bachelor,2/10/11,Employed,M,31725,Rural,Single,76,31,9,0,5,Personal Auto,Personal L2,Offer1,Agent,177.234,Two-Door Car,Medsize
7127,BS91742,Washington,18370.570040000002,No,Extended,College,1/23/11,Employed,M,49659,Suburban,Divorced,234,31,15,0,9,Personal Auto,Personal L3,Offer3,Web,1684.8,Luxury Car,Large
7128,UJ38473,California,21923.12272,No,Basic,Bachelor,1/5/11,Employed,M,81197,Rural,Married,109,2,42,0,2,Personal Auto,Personal L1,Offer2,Branch,94.731199,Sports Car,Small
7129,BP54465,Arizona,10546.65545,No,Extended,Master,1/14/11,Employed,F,43922,Rural,Married,88,26,88,0,2,Personal Auto,Personal L3,Offer2,Web,108.70138100000001,Four-Door Car,Medsize
7130,YY12812,Nevada,8388.717011,No,Basic,Bachelor,1/2/11,Employed,F,87123,Rural,Married,69,13,87,0,2,Corporate Auto,Corporate L3,Offer1,Agent,118.468275,Four-Door Car,Large
7131,HW61722,Oregon,7188.607263,No,Basic,Bachelor,1/27/11,Unemployed,F,0,Urban,Married,66,15,24,0,2,Personal Auto,Personal L3,Offer2,Web,278.574142,Four-Door Car,Medsize
7132,CE17855,Oregon,3238.9295239999997,No,Extended,Master,1/2/11,Employed,F,68745,Suburban,Married,80,5,42,0,1,Personal Auto,Personal L3,Offer4,Branch,473.613006,Four-Door Car,Medsize
7133,ZX50209,California,10960.936670000001,No,Extended,College,2/17/11,Employed,F,29815,Rural,Single,95,35,18,0,2,Personal Auto,Personal L1,Offer4,Agent,76.17567199999999,Four-Door Car,Medsize
7134,CZ84042,Oregon,2660.931663,No,Basic,High School or Below,1/25/11,Employed,F,53333,Rural,Married,66,4,34,0,1,Personal Auto,Personal L1,Offer2,Branch,22.945038,Two-Door Car,Medsize
7135,SQ54906,Oregon,2004.350666,Yes,Basic,College,2/22/11,Unemployed,F,0,Suburban,Divorced,66,16,35,4,1,Personal Auto,Personal L3,Offer1,Branch,316.8,Four-Door Car,Small
7136,QE21030,Washington,15483.529859999999,No,Basic,High School or Below,2/9/11,Employed,M,24661,Suburban,Married,196,6,28,0,7,Personal Auto,Personal L1,Offer2,Call Center,1961.1620489999998,Luxury SUV,Medsize
7137,WP60679,Oregon,8940.579278,No,Basic,Bachelor,1/6/11,Employed,M,95351,Urban,Married,111,31,74,0,5,Personal Auto,Personal L1,Offer1,Web,406.48025,Sports Car,Medsize
7138,BZ47770,Washington,5083.789524,No,Basic,Bachelor,1/9/11,Employed,F,62088,Rural,Married,64,6,28,2,4,Corporate Auto,Corporate L2,Offer1,Agent,73.258034,Two-Door Car,Medsize
7139,TS76653,Nevada,9031.214859,Yes,Extended,Master,2/23/11,Unemployed,F,0,Suburban,Single,122,15,47,0,9,Personal Auto,Personal L2,Offer1,Branch,650.52179,Sports Car,Medsize
7140,IJ28717,Oregon,32098.322089999998,No,Basic,College,2/13/11,Employed,M,31503,Suburban,Married,105,17,74,3,2,Personal Auto,Personal L2,Offer1,Agent,504.0,SUV,Medsize
7141,XL78013,Oregon,22332.439459999998,Yes,Extended,College,1/11/11,Employed,M,49078,Suburban,Single,97,10,3,0,2,Corporate Auto,Corporate L3,Offer2,Branch,484.013411,Four-Door Car,Medsize
7142,KN90631,Nevada,8560.162384000001,No,Basic,High School or Below,1/16/11,Retired,F,28120,Suburban,Married,112,7,52,0,3,Personal Auto,Personal L3,Offer1,Web,537.6,SUV,Medsize
7143,KU59569,California,7714.623619,No,Basic,College,2/25/11,Unemployed,F,0,Suburban,Single,106,3,90,0,8,Personal Auto,Personal L3,Offer2,Agent,763.2,Sports Car,Medsize
7144,IE71278,California,2936.993695,No,Extended,Bachelor,2/10/11,Employed,M,44369,Urban,Divorced,77,7,35,3,1,Personal Auto,Personal L2,Offer1,Web,362.276183,Four-Door Car,Medsize
7145,VY76337,Washington,5112.104786999999,No,Basic,High School or Below,1/20/11,Disabled,M,15131,Suburban,Married,67,14,13,0,9,Personal Auto,Personal L3,Offer1,Agent,321.6,Four-Door Car,Large
7146,YC77374,California,5119.901412,No,Basic,Bachelor,2/8/11,Employed,F,26890,Suburban,Married,65,28,37,0,4,Personal Auto,Personal L3,Offer2,Branch,312.0,Two-Door Car,Small
7147,FX78218,California,2494.869528,No,Basic,Doctor,2/12/11,Employed,M,45855,Rural,Married,62,0,26,1,1,Personal Auto,Personal L3,Offer3,Web,0.8876290000000001,Four-Door Car,Large
7148,ZK11389,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Corporate Auto,Corporate L1,Offer3,Agent,86.46158199999999,Four-Door Car,Medsize
7149,MO82744,California,5656.203464,No,Basic,Bachelor,1/1/11,Employed,F,45586,Urban,Divorced,72,17,20,0,4,Personal Auto,Personal L2,Offer1,Branch,203.42306000000002,Four-Door Car,Medsize
7150,GG20671,Nevada,15673.136209999999,No,Extended,College,1/1/11,Employed,M,43267,Suburban,Married,78,8,10,0,2,Special Auto,Special L2,Offer4,Agent,453.073096,Four-Door Car,Large
7151,YC53575,Oregon,8509.453945000001,No,Extended,High School or Below,1/24/11,Unemployed,M,0,Suburban,Single,82,15,20,0,2,Personal Auto,Personal L2,Offer2,Branch,590.4,Four-Door Car,Medsize
7152,ES82658,Oregon,6418.24871,No,Extended,Master,1/3/11,Employed,M,46648,Rural,Divorced,81,8,26,0,7,Personal Auto,Personal L3,Offer4,Web,123.576765,Four-Door Car,Medsize
7153,SU44811,Oregon,3055.70113,No,Extended,High School or Below,1/19/11,Employed,F,42406,Rural,Married,77,15,49,0,1,Corporate Auto,Corporate L3,Offer4,Call Center,108.871857,Four-Door Car,Medsize
7154,AZ43057,California,5746.0559299999995,No,Basic,Master,2/20/11,Employed,M,50798,Rural,Married,72,21,59,0,7,Personal Auto,Personal L3,Offer2,Call Center,64.977867,Four-Door Car,Medsize
7155,XU56756,Oregon,23594.6802,Yes,Basic,Bachelor,1/31/11,Employed,M,76358,Rural,Married,66,25,3,0,2,Personal Auto,Personal L1,Offer3,Agent,86.46158199999999,Four-Door Car,Medsize
7156,TM24806,Oregon,6005.847375,Yes,Extended,College,2/23/11,Retired,M,13528,Suburban,Single,86,21,35,0,3,Personal Auto,Personal L2,Offer1,Agent,412.8,Four-Door Car,Medsize
7157,ZH18791,Oregon,5028.839465,No,Basic,Bachelor,1/10/11,Unemployed,M,0,Rural,Married,67,21,85,0,8,Personal Auto,Personal L3,Offer1,Branch,80.753763,Four-Door Car,Medsize
7158,CE10235,California,3409.677392,No,Extended,Bachelor,1/31/11,Employed,F,85023,Suburban,Married,85,4,69,0,1,Personal Auto,Personal L1,Offer2,Agent,408.0,Four-Door Car,Medsize
7159,IQ96928,Oregon,4348.139173,No,Basic,High School or Below,2/27/11,Unemployed,F,0,Suburban,Single,62,20,9,0,7,Corporate Auto,Corporate L1,Offer1,Agent,675.661163,Four-Door Car,Small
7160,BM55732,Nevada,8337.194193000001,No,Basic,High School or Below,2/16/11,Employed,F,74460,Suburban,Married,69,3,25,0,2,Corporate Auto,Corporate L2,Offer4,Web,331.2,Two-Door Car,Medsize
7161,PC76141,Nevada,2346.675378,No,Basic,Bachelor,1/11/11,Medical Leave,M,22932,Suburban,Married,62,2,97,0,1,Personal Auto,Personal L1,Offer1,Web,297.6,Four-Door Car,Small
7162,RV98208,Arizona,4991.035369,No,Basic,College,1/29/11,Employed,F,54189,Rural,Married,62,11,84,0,3,Personal Auto,Personal L1,Offer1,Agent,29.035528000000003,Two-Door Car,Medsize
7163,LJ21457,California,2879.505701,No,Basic,College,1/28/11,Employed,M,42247,Suburban,Divorced,74,4,52,0,1,Personal Auto,Personal L3,Offer3,Web,355.2,Two-Door Car,Small
7164,MV86976,California,3482.038245,No,Extended,High School or Below,1/3/11,Unemployed,M,0,Suburban,Single,96,31,85,0,1,Personal Auto,Personal L2,Offer1,Agent,726.132858,Four-Door Car,Medsize
7165,HS13676,California,8216.391903,No,Premium,High School or Below,1/13/11,Unemployed,M,0,Suburban,Single,117,3,33,0,9,Personal Auto,Personal L2,Offer1,Agent,983.1274810000001,Four-Door Car,Medsize
7166,OX35378,Oregon,3155.4556199999997,No,Extended,Bachelor,1/8/11,Employed,M,36706,Suburban,Married,80,19,67,0,1,Personal Auto,Personal L3,Offer1,Agent,488.296267,Four-Door Car,Medsize
7167,VL95438,Arizona,5292.202092,No,Basic,College,1/10/11,Employed,M,67899,Suburban,Married,66,5,31,1,6,Corporate Auto,Corporate L3,Offer3,Agent,316.8,Four-Door Car,Medsize
7168,YU32377,Oregon,6553.943457,No,Basic,College,1/5/11,Unemployed,F,0,Suburban,Single,61,4,68,0,2,Corporate Auto,Corporate L2,Offer3,Call Center,365.820487,Two-Door Car,Medsize
7169,QW88350,Washington,7618.442045000001,No,Basic,College,2/23/11,Employed,F,41900,Urban,Married,63,0,34,0,2,Corporate Auto,Corporate L3,Offer2,Web,170.496071,Four-Door Car,Large
7170,TM61357,Nevada,24610.78085,No,Extended,Bachelor,2/15/11,Employed,M,72786,Urban,Married,76,10,9,0,2,Personal Auto,Personal L1,Offer4,Agent,363.845631,Four-Door Car,Medsize
7171,CP99334,Oregon,3142.81161,No,Extended,College,1/30/11,Employed,F,60108,Suburban,Married,78,0,63,0,1,Personal Auto,Personal L3,Offer1,Agent,507.060901,Four-Door Car,Medsize
7172,AO20938,Arizona,32021.40422,No,Basic,High School or Below,1/12/11,Employed,F,31433,Suburban,Married,100,5,23,0,2,Personal Auto,Personal L1,Offer2,Call Center,635.020091,SUV,Small
7173,OY32548,Washington,5096.700181,No,Basic,College,1/7/11,Employed,F,27940,Rural,Married,65,21,3,1,4,Personal Auto,Personal L3,Offer2,Agent,27.66775,Two-Door Car,Medsize
7174,XE36531,California,4889.609695,No,Extended,High School or Below,1/5/11,Employed,F,51246,Suburban,Married,122,4,89,0,1,Personal Auto,Personal L3,Offer2,Web,817.692013,SUV,Medsize
7175,SZ86381,Oregon,5112.5703109999995,No,Basic,Bachelor,1/14/11,Employed,M,56587,Suburban,Divorced,65,4,88,1,6,Personal Auto,Personal L3,Offer1,Web,312.0,Four-Door Car,Medsize
7176,YY29772,Arizona,2725.322949,No,Basic,High School or Below,1/4/11,Employed,F,45025,Suburban,Married,69,35,85,1,1,Personal Auto,Personal L2,Offer1,Agent,452.271771,Four-Door Car,Medsize
7177,FG69718,California,9780.852337,No,Extended,High School or Below,1/10/11,Unemployed,F,0,Suburban,Single,132,13,47,0,3,Corporate Auto,Corporate L3,Offer1,Call Center,950.4,SUV,Medsize
7178,MI81870,Arizona,15042.57658,No,Premium,Bachelor,2/4/11,Employed,F,22799,Suburban,Married,190,10,75,0,6,Corporate Auto,Corporate L1,Offer2,Branch,912.0,SUV,Medsize
7179,QH27767,Oregon,5308.291752,No,Basic,Doctor,1/26/11,Employed,M,82601,Urban,Divorced,66,9,38,0,3,Personal Auto,Personal L2,Offer4,Agent,186.387874,Four-Door Car,Medsize
7180,IV54766,Oregon,19160.98994,Yes,Extended,Master,2/20/11,Employed,F,22705,Suburban,Divorced,239,19,59,0,7,Personal Auto,Personal L1,Offer2,Agent,1294.700423,Luxury SUV,Medsize
7181,AD33653,Oregon,3324.5517760000002,No,Extended,High School or Below,1/8/11,Unemployed,M,0,Suburban,Married,92,13,17,0,1,Personal Auto,Personal L2,Offer1,Agent,441.6,Two-Door Car,Medsize
7182,HU54636,California,3791.549972,No,Extended,College,1/30/11,Employed,F,41212,Urban,Married,95,13,27,0,1,Personal Auto,Personal L1,Offer4,Web,405.443681,Four-Door Car,Medsize
7183,CD45044,Arizona,7600.034998,No,Basic,High School or Below,2/3/11,Unemployed,F,0,Suburban,Single,70,3,94,0,2,Personal Auto,Personal L2,Offer1,Agent,504.0,Four-Door Car,Medsize
7184,CB61335,California,6950.100195,No,Extended,High School or Below,2/5/11,Employed,F,21687,Suburban,Married,88,10,68,0,8,Personal Auto,Personal L3,Offer2,Agent,603.100479,Four-Door Car,Medsize
7185,DL53457,California,4605.0366460000005,Yes,Basic,College,1/28/11,Medical Leave,F,22571,Suburban,Single,63,29,51,0,9,Personal Auto,Personal L3,Offer2,Web,302.4,Four-Door Car,Large
7186,YG68142,Oregon,5864.381825,No,Basic,High School or Below,2/11/11,Employed,F,72032,Suburban,Married,72,10,73,0,4,Personal Auto,Personal L2,Offer2,Web,438.149129,Four-Door Car,Medsize
7187,UI24036,Washington,15374.18296,No,Extended,Bachelor,2/19/11,Employed,F,42570,Urban,Married,128,5,52,0,2,Personal Auto,Personal L2,Offer2,Agent,587.4092049999999,SUV,Large
